TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1457613405.09485, 0, 6, 34, 84.64, 366.1, 196.83, 31, 176, 352, 25, 2.546, 39, 7.23, 1.06, 970, 1690, 690.3, 27.6, 38.4, 119
1457613408.07235, 0, 6, 35, 87.64, 373.9, 193.29, 31, 175, 352, 25, 2.593, 40, 7.76, 1.27, 1060, 1780, 690.3, 42.9, 52.3, 117
1457613410.91767, 0, 6, 36, 90.47, 382.7, 165.69, 31, 175, 352, 25, 3.026, 41, 8.62, 1.45, 900, 1760, 690.3, 107.9, 161.2, 119
1457613413.44606, 0, 7, 0, 0.78, 3.8, 106.38, 0, 174, 295, 0, 4.722, 1, 3.08, 0.43, 650, 0, 6553.5, 178.2, 259.1, 119
1457613415.36313, 0, 7, 1, 2.7, 13.5, 99.93, 31, 173, 356, 1, 5.028, 2, 9.6, 1.45, 580, 1120, 680.2, 150.2, 278.6, 119
1457613417.3135, 0, 7, 2, 4.64, 23.6, 96.94, 31, 173, 390, 1, 5.184, 3, 10.12, 1.42, 560, 1190, 762.2, 136.5, 253, 119
1457613419.35244, 0, 7, 3, 6.66, 33.9, 98.37, 30, 172, 373, 2, 5.108, 4, 10.21, 1.42, 570, 1220, 746.1, 128.7, 218.6, 119
1457613421.3252, 0, 7, 4, 8.65, 43.9, 99.99, 30, 173, 355, 3, 5.025, 5, 10.06, 1.45, 600, 1200, 712, 127, 239.2, 120
1457613423.33975, 0, 7, 5, 10.67, 53.9, 100.77, 30, 172, 347, 4, 4.986, 6, 10, 1.42, 590, 1210, 696.7, 126.1, 206.6, 119
1457613425.3828, 0, 7, 6, 12.71, 64, 101.6, 29, 173, 339, 5, 4.945, 7, 10.06, 1.42, 590, 1230, 689.2, 132.8, 231.3, 119
1457613427.39226, 0, 7, 7, 14.72, 74, 100.93, 30, 173, 345, 6, 4.978, 8, 10.06, 1.42, 590, 1220, 698.6, 128.3, 205.2, 120
1457613429.34327, 0, 7, 8, 16.66, 83.7, 100.74, 31, 173, 347, 6, 4.987, 9, 9.71, 1.42, 590, 1150, 676.5, 127.8, 223.1, 119
1457613431.29317, 0, 7, 9, 18.63, 93.6, 100.68, 31, 174, 348, 7, 4.99, 10, 9.76, 1.42, 580, 1160, 681.1, 127.4, 234.7, 119
1457613433.27301, 0, 7, 10, 20.6, 103.4, 100.66, 30, 175, 348, 8, 4.991, 11, 9.84, 1.45, 600, 1160, 686.8, 127.7, 211.2, 119
1457613435.19441, 0, 7, 11, 22.52, 113, 100.16, 31, 175, 354, 9, 5.016, 12, 9.7, 1.39, 570, 1160, 683.5, 132.4, 226.3, 119
1457613437.14408, 0, 7, 12, 24.47, 122.8, 99.94, 31, 175, 356, 10, 5.028, 13, 9.77, 1.42, 580, 1150, 691.7, 129.2, 235.4, 119
1457613439.11591, 0, 7, 13, 26.43, 132.6, 100.38, 31, 176, 351, 11, 5.005, 14, 9.84, 1.39, 570, 1190, 690.6, 131, 230, 119
1457613441.07055, 0, 7, 14, 28.39, 142.4, 100.37, 31, 176, 351, 11, 5.006, 15, 9.77, 1.42, 580, 1160, 685.9, 131.2, 234.3, 120
1457613443.04902, 0, 7, 15, 30.38, 152.4, 100, 30, 176, 355, 12, 5.024, 16, 9.92, 1.42, 580, 1180, 701.6, 128.6, 231.3, 119
1457613445.00313, 0, 7, 16, 32.32, 162.2, 100.13, 31, 177, 354, 13, 5.018, 17, 9.76, 1.42, 580, 1160, 688.2, 135.1, 217.6, 119
1457613446.95552, 0, 7, 17, 34.27, 172, 99.5, 31, 177, 361, 14, 5.05, 18, 9.9, 1.42, 580, 1170, 707.4, 130.2, 214.9, 118
1457613448.92626, 0, 7, 18, 36.23, 181.9, 99.86, 31, 177, 357, 15, 5.031, 19, 9.89, 1.42, 580, 1180, 701.8, 133.4, 217.8, 120
1457613450.85441, 0, 7, 19, 38.18, 191.8, 99.25, 31, 177, 363, 16, 5.062, 20, 9.85, 1.39, 560, 1180, 706.9, 137.6, 239.2, 119
1457613452.82632, 0, 7, 20, 40.15, 201.8, 98.96, 30, 178, 367, 16, 5.078, 21, 9.99, 1.42, 570, 1190, 721.8, 136.8, 227, 120
1457613454.8073, 0, 7, 21, 42.1, 211.7, 98.77, 31, 178, 369, 17, 5.087, 22, 9.93, 1.42, 570, 1170, 719.8, 133.2, 215.8, 120
1457613456.73314, 0, 7, 22, 44.07, 221.7, 98.89, 31, 178, 367, 18, 5.081, 23, 9.93, 1.42, 570, 1170, 718, 136, 224.4, 120
1457613458.68363, 0, 7, 23, 46.01, 231.6, 98.69, 31, 178, 370, 19, 5.091, 24, 9.94, 1.42, 580, 1170, 721.8, 131.4, 215.3, 119
1457613460.67109, 0, 7, 24, 48, 241.6, 99.66, 30, 178, 359, 20, 5.042, 25, 9.99, 1.42, 580, 1190, 711.2, 127.2, 227.6, 119
1457613462.73005, 0, 7, 25, 50.03, 251.7, 101.13, 29, 179, 343, 21, 4.968, 26, 10.13, 1.45, 600, 1220, 700.4, 124.3, 213.5, 119
1457613464.77364, 0, 7, 26, 52.1, 261.9, 101.84, 29, 179, 336, 21, 4.933, 27, 10.2, 1.45, 600, 1250, 695.8, 125.6, 237.9, 119
1457613466.84438, 0, 7, 27, 54.16, 272, 102.15, 29, 179, 333, 22, 4.918, 28, 10.13, 1.45, 610, 1240, 686.7, 126.6, 234.1, 120
1457613468.90701, 0, 7, 28, 56.23, 282.2, 102.15, 29, 179, 333, 23, 4.918, 29, 10.14, 1.45, 610, 1240, 687.2, 121.9, 232.5, 119
1457613470.95438, 0, 7, 29, 58.28, 292.2, 102.68, 29, 179, 328, 24, 4.893, 30, 10.06, 1.45, 610, 1230, 674.9, 123.9, 219.9, 119
1457613473.02439, 0, 7, 30, 62.12, 301.9, 106.4, 29, 179, 328, 24, 4.721, 31, 9.68, 1.21, 580, 1250, 674.9, 54.6, 103.6, 119
1457613480.0974, 0, 7, 31, 69.16, 324.2, 176.91, 29, 179, 328, 24, 2.834, 33, 12.94, 0.82, 740, 3660, 674.9, 26.5, 38.9, 119
1457613482.70949, 0, 7, 32, 71.79, 330.7, 201.79, 29, 178, 328, 24, 2.483, 34, 6.54, 0.88, 830, 1650, 674.9, 26, 40.8, 120
1457613488.14499, 0, 7, 33, 77.22, 343.8, 210.08, 29, 178, 328, 24, 2.385, 36, 6.42, 0.97, 930, 1610, 674.9, 27.8, 39.6, 117
1457613490.7806, 0, 7, 34, 79.87, 350.2, 206.52, 29, 177, 328, 24, 2.426, 37, 6.43, 0.97, 920, 1570, 674.9, 26.3, 38.5, 119
1457613499.51101, 0, 7, 35, 88.59, 372.1, 194.2, 29, 176, 328, 24, 2.581, 40, 7.7, 1.24, 1060, 1780, 674.9, 38.6, 54.7, 119
1457613502.36367, 0, 7, 36, 91.43, 380.8, 168.11, 29, 175, 328, 25, 2.982, 41, 8.51, 1.42, 860, 1790, 674.9, 126.5, 192.6, 119
1457613504.61311, 0, 8, 0, 0.76, 3.8, 102.93, 0, 174, 326, 0, 4.88, 1, 3.01, 0.37, 610, 0, 6553.5, 170.3, 255, 119
1457613506.5352, 0, 8, 1, 2.73, 13.7, 100.46, 30, 174, 350, 1, 5.001, 2, 9.92, 1.45, 590, 1180, 695.4, 148, 257.6, 120
1457613508.60605, 0, 8, 2, 4.79, 24.2, 98.36, 29, 173, 373, 1, 5.108, 3, 10.46, 1.42, 580, 1260, 764.8, 132.2, 232, 120
1457613510.67338, 0, 8, 3, 6.85, 34.6, 100.16, 29, 173, 354, 2, 5.016, 4, 10.39, 1.45, 600, 1260, 732.4, 128.2, 236.1, 121
1457613512.71579, 0, 8, 4, 8.91, 44.8, 101.14, 29, 173, 343, 3, 4.967, 5, 10.24, 1.45, 610, 1240, 708, 127.3, 208, 120
1457613514.81576, 0, 8, 5, 11, 55.1, 101.54, 29, 173, 339, 4, 4.948, 6, 10.31, 1.45, 600, 1270, 707, 129.6, 237.5, 120
1457613516.88627, 0, 8, 6, 13.08, 65.4, 101.64, 29, 173, 338, 5, 4.943, 7, 10.31, 1.45, 610, 1260, 705.4, 129.2, 217.2, 120
1457613519.01165, 0, 8, 7, 15.2, 75.9, 101.67, 28, 174, 338, 6, 4.941, 8, 10.46, 1.48, 620, 1280, 715.4, 128.6, 233.6, 120
1457613521.08277, 0, 8, 8, 17.27, 86.1, 101.39, 29, 174, 341, 7, 4.955, 9, 10.15, 1.45, 610, 1230, 698.5, 126, 231, 120
1457613523.09783, 0, 8, 9, 19.27, 96.1, 101.33, 30, 174, 341, 7, 4.958, 10, 10.01, 1.45, 600, 1200, 689.5, 128.2, 219.5, 121
1457613525.13614, 0, 8, 10, 21.31, 106.2, 101.28, 29, 175, 342, 8, 4.96, 11, 10.09, 1.45, 610, 1220, 695.8, 124.6, 232.2, 120
1457613527.1704, 0, 8, 11, 23.35, 116.3, 101.76, 30, 175, 337, 9, 4.937, 12, 10.01, 1.45, 610, 1210, 683.8, 122.3, 208.5, 120
1457613529.18721, 0, 8, 12, 25.37, 126.2, 102.26, 30, 176, 332, 10, 4.913, 13, 9.93, 1.42, 590, 1210, 671.4, 129.2, 208.8, 120
1457613531.2286, 0, 8, 13, 27.4, 136.2, 101.73, 29, 176, 337, 11, 4.939, 14, 10.09, 1.42, 590, 1240, 689.2, 129.1, 234.2, 120
1457613533.25917, 0, 8, 14, 29.43, 146.2, 101.45, 30, 176, 340, 12, 4.952, 15, 10.02, 1.42, 590, 1220, 688.5, 132, 213.3, 121
1457613535.30491, 0, 8, 15, 31.46, 156.4, 100.75, 30, 177, 347, 12, 4.987, 16, 10.1, 1.45, 600, 1210, 703.8, 131.5, 242.5, 121
1457613537.32075, 0, 8, 16, 33.5, 166.6, 100.57, 29, 176, 349, 13, 4.996, 17, 10.17, 1.42, 580, 1240, 710.8, 133.5, 239.6, 120
1457613539.357, 0, 8, 17, 35.54, 176.8, 100.46, 29, 177, 350, 14, 5.001, 18, 10.21, 1.45, 600, 1230, 715.7, 133.6, 218.6, 119
1457613541.39515, 0, 8, 18, 37.56, 186.9, 100.13, 30, 177, 354, 15, 5.018, 19, 10.2, 1.42, 580, 1240, 719.4, 134, 220.8, 119
1457613543.40162, 0, 8, 19, 39.6, 197.1, 100.33, 29, 177, 352, 16, 5.008, 20, 10.18, 1.42, 580, 1240, 715.5, 128.3, 238.9, 117
1457613545.41689, 0, 8, 20, 41.61, 207.1, 101.13, 30, 178, 343, 17, 4.968, 21, 10.01, 1.42, 580, 1220, 692.3, 131.2, 229, 118
1457613547.427, 0, 8, 21, 43.63, 217.2, 100.78, 30, 178, 347, 17, 4.985, 22, 10.04, 1.45, 600, 1200, 698.9, 129.5, 220.4, 119
1457613549.43285, 0, 8, 22, 45.62, 227.2, 100.4, 30, 178, 351, 18, 5.004, 23, 9.98, 1.42, 580, 1200, 700.1, 130.7, 234.2, 119
1457613551.47759, 0, 8, 23, 47.65, 237.3, 100.75, 30, 179, 347, 19, 4.987, 24, 10.12, 1.45, 600, 1220, 705.4, 129.3, 213.9, 119
1457613553.57839, 0, 8, 24, 49.7, 247.4, 101.23, 29, 179, 342, 20, 4.963, 25, 10.13, 1.42, 590, 1240, 698.9, 125.5, 239.4, 119
1457613555.55853, 0, 8, 25, 51.73, 257.5, 101.61, 29, 179, 339, 21, 4.945, 26, 10.06, 1.45, 600, 1220, 689.1, 134.1, 227.7, 119
1457613557.59751, 0, 8, 26, 53.77, 267.7, 100.45, 29, 179, 350, 22, 5.002, 27, 10.19, 1.45, 590, 1230, 714.5, 130.2, 218.8, 118
1457613559.63355, 0, 8, 27, 55.82, 277.9, 101.02, 29, 179, 345, 23, 4.973, 28, 10.18, 1.42, 580, 1250, 705.3, 130.3, 242.3, 119
1457613561.70795, 0, 8, 28, 57.88, 288.1, 100.95, 29, 179, 345, 23, 4.977, 29, 10.19, 1.45, 590, 1240, 707, 133.4, 229.8, 119
1457613563.68779, 0, 8, 29, 59.84, 298, 99.65, 30, 179, 359, 24, 5.042, 30, 9.97, 1.45, 580, 1180, 710.2, 140.9, 240.7, 120
1457613571.15091, 0, 8, 30, 61.07, 322.6, 185.7, 30, 180, 359, 29, 2.699, 31, 1.91, 2.37, 700, 1180, 710.2, 30, 52.7, 120
1457613579.01316, 0, 8, 31, 68.95, 342.8, 198.88, 30, 178, 359, 28, 2.52, 34, 6.84, 1.06, 960, 1610, 710.2, 30.7, 41.9, 116
1457613581.7113, 0, 8, 32, 71.63, 349.7, 195.9, 30, 178, 359, 28, 2.558, 35, 6.84, 1, 900, 1590, 710.2, 28.8, 39.5, 118
1457613587.92096, 0, 8, 33, 77.83, 365.3, 200.56, 30, 177, 359, 28, 2.499, 37, 8.31, 1.18, 1060, 2110, 710.2, 36.4, 49.5, 118
1457613590.87013, 0, 8, 34, 80.78, 373, 190.88, 30, 176, 359, 28, 2.626, 38, 7.75, 1.06, 930, 1850, 710.2, 35.7, 48.3, 118
1457613593.53575, 0, 8, 35, 83.44, 381, 171.78, 30, 176, 359, 28, 2.919, 39, 7.75, 1.36, 870, 1610, 710.2, 106.2, 147.5, 118
1457613595.63708, 0, 9, 0, 0.76, 3.8, 105.21, 0, 175, 305, 0, 4.775, 1, 3, 0.31, 620, 0, 6553.5, 177.7, 251, 118
1457613597.5219, 0, 9, 1, 2.64, 13.4, 99.62, 32, 175, 359, 1, 5.043, 2, 9.46, 1.45, 580, 1080, 673.9, 148.1, 227.8, 120
1457613599.4209, 0, 9, 2, 4.53, 23.2, 96.21, 32, 174, 399, 1, 5.224, 3, 9.94, 1.42, 560, 1140, 759.7, 145.4, 265.8, 120
1457613601.36622, 0, 9, 3, 6.47, 33.4, 96.14, 31, 174, 400, 2, 5.227, 4, 10.15, 1.42, 560, 1180, 776.7, 141.6, 237.9, 119
1457613603.25503, 0, 9, 4, 8.4, 43.4, 96.76, 31, 174, 392, 3, 5.194, 5, 9.99, 1.42, 560, 1160, 754.9, 140.2, 251.6, 120
1457613605.20774, 0, 9, 5, 10.34, 53.5, 96.94, 31, 174, 390, 4, 5.184, 6, 10.08, 1.42, 560, 1180, 758.8, 142.5, 241.5, 120
1457613607.18934, 0, 9, 6, 12.31, 63.7, 96.95, 31, 175, 390, 5, 5.183, 7, 10.15, 1.42, 560, 1190, 764.2, 143.9, 231.1, 120
1457613609.04941, 0, 9, 7, 14.19, 73.5, 96.48, 32, 175, 396, 6, 5.209, 8, 9.86, 1.39, 540, 1140, 749.2, 145.4, 229, 120
1457613610.96543, 0, 9, 8, 16.08, 83.3, 96.16, 32, 175, 400, 7, 5.226, 9, 9.85, 1.39, 540, 1140, 753.7, 143, 262.6, 120
1457613612.82953, 0, 9, 9, 17.96, 93.2, 96.11, 32, 176, 400, 8, 5.229, 10, 9.78, 1.42, 560, 1110, 749.3, 141.9, 240.8, 120
1457613614.6896, 0, 9, 10, 19.81, 102.9, 95.69, 32, 176, 406, 9, 5.252, 11, 9.78, 1.42, 550, 1110, 755.6, 145.6, 230.8, 119
1457613616.5197, 0, 9, 11, 21.67, 112.7, 95.35, 32, 177, 410, 9, 5.271, 12, 9.77, 1.39, 540, 1110, 760.3, 147.2, 236.7, 119
1457613618.38149, 0, 9, 12, 23.51, 122.4, 95.03, 33, 178, 414, 10, 5.289, 13, 9.75, 1.39, 540, 1110, 764.5, 146.5, 229.5, 119
1457613620.24157, 0, 9, 13, 25.37, 132.3, 95.03, 33, 178, 414, 11, 5.289, 14, 9.74, 1.39, 540, 1100, 763.2, 144.7, 263.4, 118
1457613622.09248, 0, 9, 14, 27.21, 142, 95.39, 32, 178, 410, 12, 5.268, 15, 9.73, 1.39, 540, 1110, 756.9, 145, 239.9, 119
1457613623.92935, 0, 9, 15, 29.07, 151.8, 95.23, 32, 179, 412, 13, 5.277, 16, 9.77, 1.39, 540, 1110, 762, 145, 233.3, 119
1457613625.7626, 0, 9, 16, 30.9, 161.5, 95.25, 32, 179, 411, 14, 5.276, 17, 9.76, 1.39, 540, 1110, 761.1, 147.9, 267.9, 118
1457613627.59008, 0, 9, 17, 32.72, 171.1, 94.64, 33, 179, 419, 15, 5.311, 18, 9.67, 1.42, 550, 1070, 763.9, 145.2, 225.7, 119
1457613629.45548, 0, 9, 18, 34.57, 181, 94.63, 33, 180, 420, 16, 5.311, 19, 9.75, 1.39, 530, 1100, 770.3, 147.5, 259.3, 119
1457613631.31028, 0, 9, 19, 36.43, 190.8, 94.89, 32, 180, 416, 16, 5.297, 20, 9.83, 1.39, 540, 1120, 772.3, 145.5, 261.7, 119
1457613633.14098, 0, 9, 20, 38.25, 200.4, 95.01, 33, 180, 415, 17, 5.29, 21, 9.69, 1.39, 540, 1090, 760, 146.5, 267.4, 120
1457613634.97054, 0, 9, 21, 40.1, 210.3, 94.66, 33, 181, 419, 18, 5.309, 22, 9.77, 1.42, 550, 1090, 771.9, 143.7, 261.2, 119
1457613636.85597, 0, 9, 22, 41.98, 220.2, 95.17, 32, 181, 412, 19, 5.28, 23, 9.91, 1.42, 550, 1120, 774.3, 141.7, 261.5, 119
1457613638.72087, 0, 9, 23, 43.86, 230, 95.81, 32, 181, 404, 20, 5.245, 24, 9.82, 1.39, 540, 1130, 757.2, 145.4, 256.9, 119
1457613640.63721, 0, 9, 24, 45.76, 239.9, 96.15, 32, 182, 400, 21, 5.227, 25, 9.92, 1.39, 550, 1150, 759, 139.5, 251.8, 120
1457613642.49317, 0, 9, 25, 47.58, 249.5, 96.07, 33, 182, 401, 22, 5.231, 26, 9.64, 1.42, 560, 1080, 739, 144.1, 230.8, 120
1457613644.30097, 0, 9, 26, 49.43, 259.3, 95.26, 33, 181, 411, 23, 5.276, 27, 9.7, 1.42, 550, 1080, 756.2, 144.8, 232.6, 119
1457613646.19388, 0, 9, 27, 51.31, 269.2, 95.24, 32, 182, 412, 24, 5.277, 28, 9.96, 1.42, 550, 1140, 777.4, 143.3, 223, 119
1457613648.05107, 0, 9, 28, 53.18, 279, 95.65, 32, 182, 406, 24, 5.254, 29, 9.83, 1.39, 540, 1130, 759.9, 143.1, 220.9, 119
1457613649.94103, 0, 9, 29, 55.06, 288.8, 95.82, 32, 182, 404, 25, 5.245, 30, 9.76, 1.39, 540, 1120, 752.5, 146.9, 256.9, 119
1457613651.7675, 0, 9, 30, 56.89, 298.5, 94.94, 33, 183, 415, 26, 5.293, 31, 9.76, 1.45, 560, 1080, 766.3, 145.1, 260.8, 119
1457613658.88268, 0, 9, 31, 58, 323.5, 182.56, 33, 182, 415, 31, 2.746, 32, 1.91, 2.37, 690, 1080, 766.3, 27.3, 46.7, 119
1457613661.46215, 0, 9, 32, 60.57, 330.2, 192, 33, 183, 415, 31, 2.61, 33, 6.67, 0.71, 630, 1760, 766.3, 27.7, 49.8, 115
1457613669.35318, 0, 9, 33, 68.45, 349.2, 215.11, 33, 180, 415, 30, 2.329, 36, 6.15, 1, 980, 1500, 766.3, 27.5, 43.7, 117
