Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,03:27.8,838.8,02:05.3,3.99,26,166,96,-62,2,29,20,133.6,261.7,30,216.8,96.3,,69,216.8,,,,,,,,,,,,,,,,,,,,,
4,03:29.8,846.8,02:07.5,3.92,28,166,97,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,03:32.3,856.2,02:08.8,3.88,27,166,98,-61,2,37,17,151.7,295.7,37,279.8,124.3,,79,279.8,,,,,,,,,,,,,,,,,,,,,
4,03:34.4,864.7,02:07.2,3.93,27,166,99,-62,4,26,17,138.5,311.4,36,242.9,110.9,,67,242.9,,,,,,,,,,,,,,,,,,,,,
4,03:36.6,873.3,02:05.9,3.97,28,166,100,-62,4,40,18,155.2,317.2,34,303.7,136.8,,80,303.7,,,,,,,,,,,,,,,,,,,,,
4,03:38.8,882.1,02:05.6,3.98,27,166,101,-62,4,38,18,144,292,37,277.5,123.3,,78,277.5,,,,,,,,,,,,,,,,,,,,,
4,03:41.3,892,02:05.0,4,26,166,102,-62,4,31,22,136.4,291.8,29,237.1,106.8,,67,237.1,,,,,,,,,,,,,,,,,,,,,
4,03:43.2,900,02:03.7,4.04,28,166,103,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,03:45.2,908.1,02:03.1,4.06,29,166,104,-61,5,32,18,152.2,322.9,35,279,131,,70,279,,,,,,,,,,,,,,,,,,,,,
4,03:47.4,916.7,02:04.6,4.01,28,166,105,-61,5,38,19,146.4,292.2,32,272.7,124.5,,75,272.7,,,,,,,,,,,,,,,,,,,,,
4,03:49.8,926.4,02:05.0,4,26,166,106,-62,4,39,22,128.6,277.3,32,248.3,103.4,,75,248.3,,,,,,,,,,,,,,,,,,,,,
4,03:52.0,935.2,02:06.2,3.96,26,166,107,-62,4,29,22,137.2,284.3,28,229.1,103.2,,65,229.1,,,,,,,,,,,,,,,,,,,,,
4,03:54.2,944.1,02:03.4,4.05,27,166,108,-61,4,37,17,153.4,305.6,33,283.7,127.8,,77,283.7,,,,,,,,,,,,,,,,,,,,,
4,03:56.5,953.1,02:06.2,3.96,27,166,109,-62,3,33,18,153.1,303,29,280.7,126.4,,74,280.7,,,,,,,,,,,,,,,,,,,,,
4,03:58.6,961.6,02:04.6,4.01,28,166,110,-63,2,40,18,150.9,301.2,29,288.1,128,,83,288.1,,,,,,,,,,,,,,,,,,,,,
4,04:01.0,971.1,02:05.0,4,26,166,111,-62,2,41,20,152.2,305.1,30,279.8,124.3,,81,279.8,,,,,,,,,,,,,,,,,,,,,
4,04:03.2,980.2,02:04.6,4.01,27,166,112,-63,4,38,21,139.2,277.9,29,253.7,111.2,,76,253.7,,,,,,,,,,,,,,,,,,,,,
4,04:05.5,989.3,02:02.5,4.08,26,166,113,-62,4,27,26,100.5,230.6,30,169.9,73.5,,59,169.9,,,,,,,,,,,,,,,,,,,,,
4,04:08.3,999.2,02:14.4,3.72,23.5,166,114,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
4,04:08.5,1000.1,02:14.4,3.72,23.5,166,114,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,00:01.7,6.8,02:07.2,3.93,29,152,1,-63,2,37,16,177.9,323,41,316.3,159.7,,82,316.3,,,,,,,,,,,,,,,,,,,,,
5,00:03.7,15.3,01:59.6,4.18,30,152,2,-64,4,38,18,165.9,313.7,45,309.2,149.3,,80,309.2,,,,,,,,,,,,,,,,,,,,,
5,00:05.7,24,01:58.7,4.21,28,152,3,-63,4,40,23,148.9,303.4,30,284.2,133.4,,76,284.2,,,,,,,,,,,,,,,,,,,,,
5,00:08.1,33.6,02:00.1,4.16,28,153,4,-63,4,38,18,150.5,315,36,287.6,135,,79,287.6,,,,,,,,,,,,,,,,,,,,,
5,00:10.1,42.1,01:59.6,4.18,28.5,154,5,-63,4,35,17,156.5,298.6,31,283.8,137.1,,77,283.8,,,,,,,,,,,,,,,,,,,,,
5,00:12.1,50.5,01:59.0,4.2,29,155,6,-62,3,37,20,149.6,288,30,267.7,129.3,,76,267.7,,,,,,,,,,,,,,,,,,,,,
5,00:14.3,59.5,01:59.3,4.19,29,155,7,-62,4,31,20,140.8,285.8,31,238,113.3,,69,238,,,,,,,,,,,,,,,,,,,,,
5,00:16.3,67.9,02:00.4,4.15,29,156,8,-62,4,37,16,152.8,303.7,30,278.3,132.5,,79,278.3,,,,,,,,,,,,,,,,,,,,,
5,00:18.5,77,02:01.0,4.13,28,157,9,-64,4,37,20,151.9,299.4,33,277.6,128.5,,77,277.6,,,,,,,,,,,,,,,,,,,,,
5,00:20.7,86.3,01:59.6,4.18,28,157,10,-64,5,40,21,149.7,296.6,41,286.6,132.7,,78,286.6,,,,,,,,,,,,,,,,,,,,,
5,00:22.7,94.6,02:00.4,4.15,28,158,11,-64,4,42,21,147.8,305.3,32,289.6,132.2,,81,289.6,,,,,,,,,,,,,,,,,,,,,
5,00:24.9,103.7,02:00.4,4.15,27,158,12,-64,3,38,18,152.7,291,39,288.7,131.8,,81,288.7,,,,,,,,,,,,,,,,,,,,,
5,00:27.1,112.8,01:59.9,4.17,28,159,13,-64,4,34,20,159.4,308.3,33,284.9,135.6,,74,284.9,,,,,,,,,,,,,,,,,,,,,
5,00:29.3,122,02:00.4,4.15,28.5,160,14,-63,2,33,18,164.2,325.5,32,295.9,140.9,,76,295.9,,,,,,,,,,,,,,,,,,,,,
5,00:31.3,130.2,02:01.9,4.1,29,160,15,-63,4,37,20,160.8,302.3,31,282.6,134.5,,76,282.6,,,,,,,,,,,,,,,,,,,,,
5,00:33.5,139.3,02:01.3,4.12,27,160,16,-64,4,36,17,154,305.4,40,286.1,130.6,,79,286.1,,,,,,,,,,,,,,,,,,,,,
5,00:35.7,148.8,01:58.2,4.23,28.5,160,17,-63,4,32,21,139.1,294.3,31,243.6,114.4,,70,243.6,,,,,,,,,,,,,,,,,,,,,
5,00:37.7,157,02:00.4,4.15,28,160,18,-63,3,36,17,148.5,307.9,33,278.5,130.7,,79,278.5,,,,,,,,,,,,,,,,,,,,,
5,00:39.9,166.2,01:58.7,4.21,28,160,19,-63,4,36,18,159.1,311.8,39,295.3,138.6,,77,295.3,,,,,,,,,,,,,,,,,,,,,
5,00:42.1,175.3,02:01.3,4.12,27.5,160,20,-63,4,37,17,154.9,298.2,34,281.8,130.5,,79,281.8,,,,,,,,,,,,,,,,,,,,,
5,00:44.3,184.3,02:01.6,4.11,28,160,21,-62,4,33,20,148.5,307.3,31,261,122.5,,71,261,,,,,,,,,,,,,,,,,,,,,
5,00:46.3,192.7,01:59.9,4.17,29,160,22,-62,4,33,23,128.3,265.7,30,214.2,103.4,,68,214.2,,,,,,,,,,,,,,,,,,,,,
5,00:48.3,201.1,01:59.0,4.2,29,161,23,-61,2,34,20,142.8,277.7,28,246,117.1,,73,246,,,,,,,,,,,,,,,,,,,,,
5,00:50.7,211,02:02.8,4.07,29,161,24,-62,4,36,19,153.3,303.9,31,277.9,130.4,,75,277.9,,,,,,,,,,,,,,,,,,,,,
5,00:52.5,218.4,01:59.9,4.17,28,161,25,-63,4,37,22,148.2,293.3,30,265.8,126.5,,74,265.8,,,,,,,,,,,,,,,,,,,,,
5,00:54.7,227.7,01:59.3,4.19,28,162,26,-62,5,34,20,143,291.5,31,248.8,116.8,,71,248.8,,,,,,,,,,,,,,,,,,,,,
5,00:56.8,236.5,02:00.4,4.15,28.5,162,27,-64,4,34,19,130.5,264.1,29,237.1,108.2,,75,237.1,,,,,,,,,,,,,,,,,,,,,
5,00:59.1,245.7,02:01.6,4.11,28,162,28,-61,4,37,23,131.8,268.2,30,226.1,106.1,,71,226.1,,,,,,,,,,,,,,,,,,,,,
5,01:01.3,254.8,02:01.9,4.1,27,163,29,-60,4,32,19,128.7,273.4,31,221.7,101.2,,69,221.7,,,,,,,,,,,,,,,,,,,,,
5,01:03.3,263,02:02.8,4.07,28,163,30,-61,4,30,18,137.3,279,28,229.7,107.8,,69,229.7,,,,,,,,,,,,,,,,,,,,,
5,01:05.7,273,02:01.9,4.1,28.5,163,31,-61,4,34,25,113.5,251.6,29,195.6,91.8,,66,195.6,,,,,,,,,,,,,,,,,,,,,
5,01:07.5,280.4,01:59.6,4.18,29,163,32,-61,4,35,25,129,269.7,27,226.3,106.2,,67,226.3,,,,,,,,,,,,,,,,,,,,,
5,01:09.7,289.4,02:01.6,4.11,28,163,33,-62,3,32,19,148.5,291,31,256.6,123.9,,72,256.6,,,,,,,,,,,,,,,,,,,,,
5,01:11.8,298,02:00.1,4.16,29,164,34,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,01:13.9,306.9,02:01.9,4.1,27,164,35,-63,4,38,22,139.6,286,41,267.2,120.3,,75,267.2,,,,,,,,,,,,,,,,,,,,,
5,01:16.3,316.5,02:01.6,4.11,26.5,164,36,-62,4,36,19,138.8,284.5,32,248,111.7,,75,248,,,,,,,,,,,,,,,,,,,,,
5,01:18.5,325.5,02:03.4,4.05,27,165,37,-61,4,31,22,128.5,270.6,32,218.4,99.7,,66,218.4,,,,,,,,,,,,,,,,,,,,,
5,01:20.7,334.3,02:05.3,3.99,28.5,165,38,-62,4,32,24,125.8,273.6,29,211.5,99.3,,66,211.5,,,,,,,,,,,,,,,,,,,,,
5,01:22.7,342.2,02:05.3,3.99,28,165,39,-61,4,35,20,140,280.5,30,249.4,113.8,,72,249.4,,,,,,,,,,,,,,,,,,,,,
5,01:24.9,351.1,02:03.7,4.04,28,165,40,-61,4,37,22,142.9,283.3,26,251.8,118.2,,72,251.8,,,,,,,,,,,,,,,,,,,,,
5,01:27.0,359.4,02:05.6,3.98,28,165,41,-61,4,34,22,150.3,293,30,249.9,119,,69,249.9,,,,,,,,,,,,,,,,,,,,,
5,01:29.1,367.9,02:03.7,4.04,28,165,42,-62,4,36,22,142.6,293.5,33,257.1,117.4,,72,257.1,,,,,,,,,,,,,,,,,,,,,
5,01:31.3,376.8,02:04.6,4.01,27.5,165,43,-63,6,29,19,121.1,270.5,31,220.6,103.6,,67,220.6,,,,,,,,,,,,,,,,,,,,,
5,01:33.5,385.6,02:05.3,3.99,29,165,44,-59,4,32,21,118.1,251.9,30,198.9,94.7,,66,198.9,,,,,,,,,,,,,,,,,,,,,
5,01:35.7,394.6,02:03.7,4.04,29,165,45,-60,6,33,21,128.4,271.6,30,223.5,108,,66,223.5,,,,,,,,,,,,,,,,,,,,,
5,01:37.7,402.6,02:03.4,4.05,28,166,46,-57,2,31,18,133.2,268,31,219.1,104.3,,68,219.1,,,,,,,,,,,,,,,,,,,,,
5,01:39.7,410.4,02:06.2,3.96,30,166,47,-59,5,26,18,109.8,241.7,30,182.5,85.7,,62,182.5,,,,,,,,,,,,,,,,,,,,,
5,01:41.7,418.6,02:07.5,3.92,28,166,48,-57,2,29,24,104.6,220.1,24,164.8,79.6,,60,164.8,,,,,,,,,,,,,,,,,,,,,
5,01:43.9,427,02:06.2,3.96,29,166,49,-58,4,32,27,97.1,217.6,23,157.8,73,,59,157.8,,,,,,,,,,,,,,,,,,,,,
5,01:46.1,435.6,02:08.5,3.89,27,167,50,-59,4,32,26,107.2,223.2,31,173.4,80.2,,61,173.4,,,,,,,,,,,,,,,,,,,,,
5,01:48.3,444.1,02:07.5,3.92,27.5,167,51,-58,6,31,26,85,182.3,33,137,62.5,,57,137,,,,,,,,,,,,,,,,,,,,,
5,01:50.8,453.8,02:07.8,3.91,28,166,52,-56,4,31,22,85.1,206.8,30,141.8,63.9,,61,141.8,,,,,,,,,,,,,,,,,,,,,
5,01:52.7,461,02:14.4,3.72,27,167,53,-59,4,34,21,128.3,260.3,33,216,98.6,,68,216,,,,,,,,,,,,,,,,,,,,,
5,01:54.9,469.5,02:08.8,3.88,27.5,167,54,-59,5,31,26,109.5,248.3,27,176.1,82.7,,59,176.1,,,,,,,,,,,,,,,,,,,,,
5,01:57.0,477.6,02:08.2,3.9,28,166,55,-61,6,35,15,138.9,282.8,42,252.6,115.3,,75,252.6,,,,,,,,,,,,,,,,,,,,,
5,01:59.1,486,02:06.5,3.95,28,166,56,-62,4,32,18,138.6,289.1,30,251.5,118.1,,72,251.5,,,,,,,,,,,,,,,,,,,,,
5,02:01.3,494.5,02:09.5,3.86,29,166,57,-60,3,32,20,140.2,287.7,27,238,114.9,,69,238,,,,,,,,,,,,,,,,,,,,,
5,02:03.3,502.5,02:05.9,3.97,28,166,58,-61,4,36,20,139.8,287.5,33,254.9,118,,73,254.9,,,,,,,,,,,,,,,,,,,,,
5,02:05.7,512.1,02:05.9,3.97,27,166,59,-61,4,36,21,142,277.3,36,255.3,115,,72,255.3,,,,,,,,,,,,,,,,,,,,,
5,02:07.7,519.8,02:08.2,3.9,27.5,166,60,-63,4,36,21,139.9,280.5,28,250.5,114.3,,74,250.5,,,,,,,,,,,,,,,,,,,,,
5,02:09.9,528.5,02:07.5,3.92,27,166,61,-61,4,37,18,137.4,270.6,31,248.5,111.9,,76,248.5,,,,,,,,,,,,,,,,,,,,,
5,02:12.3,537.8,02:07.8,3.91,27,166,62,-61,4,31,22,131.1,287.8,29,221.2,99.6,,66,221.2,,,,,,,,,,,,,,,,,,,,,
5,02:14.7,547.3,02:08.8,3.88,27,165,63,-60,4,37,18,140.9,284.7,39,252.4,113.7,,75,252.4,,,,,,,,,,,,,,,,,,,,,
5,02:16.7,554.8,02:08.8,3.88,27.5,165,64,-62,5,37,20,135.9,277.9,33,246.9,112.7,,74,246.9,,,,,,,,,,,,,,,,,,,,,
5,02:18.9,563.4,02:08.8,3.88,27,165,65,-61,4,39,21,146.7,285.9,29,264.6,119.1,,75,264.6,,,,,,,,,,,,,,,,,,,,,
5,02:21.1,572.1,02:08.2,3.9,27,165,66,-63,4,38,18,150.6,288.4,38,278.2,122,,79,278.2,,,,,,,,,,,,,,,,,,,,,
5,02:23.3,581,02:04.0,4.03,27,164,67,-64,5,39,22,149.7,309.9,36,285.6,126.9,,76,285.6,,,,,,,,,,,,,,,,,,,,,
5,02:25.5,589.8,02:03.7,4.04,27,164,68,-64,5,41,24,138.1,300.3,40,278.4,123.7,,76,278.4,,,,,,,,,,,,,,,,,,,,,
5,02:27.9,599.5,02:03.1,4.06,26.5,165,69,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,02:30.1,608.5,02:04.0,4.03,26,165,70,-63,4,37,19,145,293.9,33,272.2,122.6,,77,272.2,,,,,,,,,,,,,,,,,,,,,
5,02:32.3,617.2,02:05.3,3.99,28,165,71,-63,4,33,26,139.9,282.5,32,234.6,110.1,,66,234.6,,,,,,,,,,,,,,,,,,,,,
5,02:34.5,625.9,02:06.2,3.96,28,166,72,-62,4,37,19,151.6,292.8,40,274.4,125.3,,76,274.4,,,,,,,,,,,,,,,,,,,,,
5,02:36.7,634.6,02:05.3,3.99,27,166,73,-62,5,37,17,136.1,273.4,32,259.6,115.4,,77,259.6,,,,,,,,,,,,,,,,,,,,,
5,02:38.8,643.2,02:05.0,4,27,166,74,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,02:41.1,652.2,02:06.9,3.94,26.5,166,75,-62,3,33,22,134.8,286.3,29,236.3,106.4,,70,236.3,,,,,,,,,,,,,,,,,,,,,
5,02:43.3,660.8,02:07.8,3.91,27,166,76,-62,4,36,18,142.3,291.2,29,266,118.2,,76,266,,,,,,,,,,,,,,,,,,,,,
5,02:45.5,669.6,02:05.3,3.99,27,166,77,-63,4,38,20,154.4,305.3,39,281.7,130.4,,77,281.7,,,,,,,,,,,,,,,,,,,,,
5,02:47.7,678.5,02:05.6,3.98,27.5,166,78,-63,4,39,20,150.8,298.2,44,285.4,126.8,,78,285.4,,,,,,,,,,,,,,,,,,,,,
5,02:50.1,687.8,02:06.9,3.94,26,166,79,-63,4,38,20,153.5,302.6,36,289.1,125.1,,77,289.1,,,,,,,,,,,,,,,,,,,,,
5,02:52.3,696.6,02:05.0,4,26,166,80,-63,4,31,22,141.3,288.6,34,234.9,107.2,,68,234.9,,,,,,,,,,,,,,,,,,,,,
5,02:54.5,705.4,02:04.3,4.02,27.5,167,81,-61,2,36,19,154.8,305.6,34,279.6,127.7,,76,279.6,,,,,,,,,,,,,,,,,,,,,
5,02:56.7,714.3,02:05.0,4,28,167,82,-62,4,38,18,150.7,307.3,40,287.3,127.6,,78,287.3,,,,,,,,,,,,,,,,,,,,,
5,02:58.9,722.9,02:06.9,3.94,27,167,83,-63,4,38,17,160.6,313.9,39,294.5,134.5,,80,294.5,,,,,,,,,,,,,,,,,,,,,
5,03:01.1,731.7,02:06.9,3.94,27,167,84,-63,4,38,18,154.9,314.1,34,297.3,132.1,,79,297.3,,,,,,,,,,,,,,,,,,,,,
5,03:03.5,741.3,02:03.4,4.05,27,167,85,-63,4,39,18,149.8,299.7,32,289.8,127.1,,80,289.8,,,,,,,,,,,,,,,,,,,,,
5,03:05.7,750.3,02:04.0,4.03,26,167,86,-64,5,32,20,152.2,306.2,40,272.4,119.5,,71,272.4,,,,,,,,,,,,,,,,,,,,,
5,03:07.9,759,02:05.6,3.98,27,167,87,-62,5,37,19,162,330,42,307.2,138.4,,75,307.2,,,,,,,,,,,,,,,,,,,,,
5,03:10.3,768.5,02:05.6,3.98,27,167,88,-62,4,31,21,152.4,323.8,40,268.2,120.8,,68,268.2,,,,,,,,,,,,,,,,,,,,,
5,03:12.3,776.6,02:05.6,3.98,28,167,89,-62,4,38,18,165.8,321.8,40,299.6,138.7,,78,299.6,,,,,,,,,,,,,,,,,,,,,
5,03:14.8,786.1,02:06.9,3.94,26,167,90,-63,6,28,15,153.7,366.8,43,284,126.2,,70,284,,,,,,,,,,,,,,,,,,,,,
5,03:16.9,794.4,02:08.2,3.9,27,167,91,-61,2,35,16,170.8,342.3,42,314.1,139.6,,78,314.1,,,,,,,,,,,,,,,,,,,,,
5,03:19.1,803.2,02:07.2,3.93,27.5,167,92,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,03:21.1,811.2,02:04.6,4.01,28,166,93,-62,3,37,19,162.8,325.4,39,301.4,139.5,,77,301.4,,,,,,,,,,,,,,,,,,,,,
5,03:23.3,820.1,02:04.3,4.02,27.5,166,94,-64,4,38,21,155.9,314.4,39,295.5,133.1,,77,295.5,,,,,,,,,,,,,,,,,,,,,
5,03:25.5,829,02:03.4,4.05,27,167,95,-64,4,35,17,166.1,340.5,40,308.3,140.8,,78,308.3,,,,,,,,,,,,,,,,,,,,,
5,03:27.9,838.6,02:04.3,4.02,27,167,96,-62,4,32,17,157.2,336.5,42,292.1,133.3,,73,292.1,,,,,,,,,,,,,,,,,,,,,
5,03:29.8,846.5,02:04.0,4.03,28.5,167,97,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,03:32.1,855.5,02:05.0,4,28,167,98,-63,5,39,20,160.9,328.3,32,298.5,140.1,,77,298.5,,,,,,,,,,,,,,,,,,,,,
5,03:34.3,864.4,02:03.7,4.04,28,167,99,-64,7,40,15,154.1,311.2,44,300.1,135.1,,82,300.1,,,,,,,,,,,,,,,,,,,,,
5,03:36.5,873.5,02:02.5,4.08,26,167,100,-63,4,36,16,167.7,332,40,319.2,141.8,,79,319.2,,,,,,,,,,,,,,,,,,,,,
5,03:38.7,882.4,02:02.5,4.08,27.5,168,101,-62,4,35,16,159.2,330.1,42,300.8,139.2,,77,300.8,,,,,,,,,,,,,,,,,,,,,
5,03:40.9,891,02:06.5,3.95,28,168,102,-62,4,35,18,168.5,338.4,41,296.3,139.1,,75,296.3,,,,,,,,,,,,,,,,,,,,,
5,03:42.9,899.1,02:04.6,4.01,28,168,103,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
5,03:45.1,907.9,02:05.9,3.97,27.5,168,104,-63,5,38,19,155.9,310.3,33,284.4,129.8,,77,284.4,,,,,,,,,,,,,,,,,,,,,
5,03:47.3,916.8,02:04.0,4.03,28,168,105,-63,6,32,15,145.7,311.8,35,269.7,123.1,,74,269.7,,,,,,,,,,,,,,,,,,,,,
5,03:49.5,925.5,02:04.0,4.03,28,168,106,-64,3,38,17,156.7,329.6,42,310.3,141.7,,82,310.3,,,,,,,,,,,,,,,,,,,,,
5,03:51.7,934.6,02:03.1,4.06,27,168,107,-63,4,37,17,162,337,40,310.6,143.8,,79,310.6,,,,,,,,,,,,,,,,,,,,,
5,03:53.9,943.3,02:03.1,4.06,28,168,108,-63,3,38,20,171.7,339.6,41,320.4,148.3,,78,320.4,,,,,,,,,,,,,,,,,,,,,
5,03:56.1,952.5,02:02.2,4.09,28,168,109,-62,4,38,16,170,332,45,311.7,146.3,,80,311.7,,,,,,,,,,,,,,,,,,,,,
5,03:58.1,960.7,02:02.5,4.08,28,168,110,-63,4,36,17,166.7,333.8,43,302.3,141.9,,78,302.3,,,,,,,,,,,,,,,,,,,,,
5,04:00.3,969.5,02:03.1,4.06,28,168,111,-63,4,36,14,163.3,322.2,43,304.1,137,,81,304.1,,,,,,,,,,,,,,,,,,,,,
5,04:02.7,979.2,02:05.0,4,28,169,112,-62,5,37,14,172.9,324.5,42,314.2,147.5,,80,314.2,,,,,,,,,,,,,,,,,,,,,
5,04:04.5,986.5,02:05.0,4,28,169,113,-62,4,38,17,164.4,318.8,41,299,140.4,,79,299,,,,,,,,,,,,,,,,,,,,,
5,04:06.9,995.9,02:02.8,4.07,28.5,168,114,-61,6,33,26,57.4,116.9,28,107.5,44.2,,62,107.5,,,,,,,,,,,,,,,,,,,,,
5,04:08.1,1000.1,02:02.8,4.07,28.5,168,114,-62,3,40,22,166.7,314.8,38,303.5,144.5,,77,303.5,,,,,,,,,,,,,,,,,,,,,
