Session Information:,,,,Device Information:
5,00:09:23.9,1962.8,00:02:22.4,3.51,23,158,216
5,00:09:26.5,1972.1,00:02:23.6,3.48,23,158,217
5,00:09:29.3,1981.9,00:02:21.2,3.54,22.5,158,218
5,00:09:32.3,1992.0,00:02:21.6,3.53,21,158,219
5,00:09:35.5,2000.2,00:02:21.6,3.53,21,157,219
6,00:00:02.7,6.2,00:04:57.6,1.68,22,109,1
6,00:00:05.3,16.4,00:02:44.4,3.04,24,111,2
6,00:00:08.1,28.4,00:02:03.7,4.04,23,117,3
6,00:00:10.7,39.8,00:01:55.4,4.33,22.5,124,4
6,00:00:13.3,50.8,00:01:53.3,4.41,22.5,127,5
6,00:00:16.1,63.3,00:01:50.8,4.51,22.5,128,6
6,00:00:18.7,76.0,00:01:49.8,4.55,22,130,7
6,00:00:21.5,88.5,00:01:51.3,4.49,21.5,131,8
6,00:00:24.3,101.1,00:01:53.1,4.42,22,132,9
6,00:00:26.9,113.0,00:01:52.6,4.44,22,133,10
6,00:00:29.7,125.6,00:01:51.3,4.49,22,135,11
6,00:00:32.5,138.4,00:01:50.3,4.53,21.5,136,12
6,00:00:35.1,150.2,00:01:50.8,4.51,21.5,137,13
6,00:00:37.9,162.9,00:01:50.8,4.51,21.5,139,14
6,00:00:40.7,175.7,00:01:50.3,4.53,21,140,15
6,00:00:43.5,188.2,00:01:50.8,4.51,21.5,141,16
6,00:00:46.4,200.8,00:01:51.1,4.50,21,142,17
6,00:00:49.2,212.5,00:01:51.1,4.50,22,143,18
6,00:00:52.2,225.7,00:01:50.8,4.51,21.5,144,19
6,00:00:54.7,238.2,00:01:51.1,4.50,20.5,144,20
6,00:00:57.5,250.5,00:01:54.1,4.38,21,145,21
6,00:01:00.3,262.8,00:01:55.7,4.32,22.5,146,22
6,00:01:03.1,275.2,00:01:56.2,4.30,21.5,147,23
6,00:01:05.9,287.6,00:01:54.6,4.36,21.5,147,24
6,00:01:08.5,299.6,00:01:52.8,4.43,21.5,148,25
6,00:01:11.5,312.8,00:01:51.3,4.49,21,148,26
6,00:01:14.1,324.4,00:01:51.3,4.49,22,149,27
6,00:01:16.7,336.1,00:01:52.6,4.44,22.5,149,28
6,00:01:19.5,348.6,00:01:52.6,4.44,22,149,29
6,00:01:22.4,361.0,00:01:52.3,4.45,21,149,30
6,00:01:25.2,372.6,00:01:52.3,4.45,21.5,149,31
6,00:01:28.2,385.6,00:01:52.1,4.46,21.5,150,32
6,00:01:30.7,398.0,00:01:53.1,4.42,21.5,150,33
6,00:01:33.3,409.5,00:01:55.2,4.34,22.5,150,34
6,00:01:35.9,420.7,00:01:56.8,4.28,22.5,151,35
6,00:01:38.7,433.0,00:01:55.7,4.32,22.5,151,36
6,00:01:41.3,444.4,00:01:54.1,4.38,23.5,151,37
6,00:01:43.9,455.9,00:01:53.3,4.41,22,151,38
6,00:01:46.7,468.3,00:01:52.8,4.43,21.5,152,39
6,00:01:49.5,480.7,00:01:52.6,4.44,21.5,152,40
6,00:01:52.3,492.4,00:01:52.8,4.43,21,152,41
6,00:01:55.1,504.7,00:01:52.8,4.43,21.5,153,42
6,00:01:58.1,517.8,00:01:51.8,4.47,21.5,153,43
6,00:02:00.5,529.5,00:01:52.3,4.45,22,153,44
6,00:02:03.3,542.0,00:01:53.3,4.41,22.5,153,45
6,00:02:06.1,554.3,00:01:54.1,4.38,21.5,153,46
6,00:02:08.9,566.7,00:01:54.1,4.38,21,153,47
6,00:02:11.7,578.9,00:01:54.6,4.36,21.5,153,48
6,00:02:14.5,591.5,00:01:54.1,4.38,21.5,153,49
6,00:02:17.3,603.9,00:01:53.6,4.40,21.5,152,50
6,00:02:19.9,615.6,00:01:53.3,4.41,21.5,152,51
6,00:02:22.7,627.9,00:01:53.1,4.42,22,152,52
6,00:02:25.4,639.5,00:01:53.6,4.40,22.5,152,53
6,00:02:28.1,650.9,00:01:54.1,4.38,21.5,152,54
6,00:02:31.2,663.9,00:01:53.6,4.40,22,152,55
6,00:02:33.5,675.2,00:01:54.1,4.38,22,152,56
6,00:02:36.3,686.7,00:01:58.7,4.21,21.5,152,57
6,00:02:39.1,697.1,00:02:04.6,4.01,21.5,152,58
6,00:02:41.9,708.7,00:02:07.8,3.91,21,151,59
6,00:02:44.7,720.6,00:02:05.3,3.99,21.5,152,60
6,00:02:47.5,731.8,00:02:06.5,3.95,21.5,151,61
6,00:02:50.3,743.4,00:02:15.1,3.70,21.5,152,62
6,00:02:52.9,756.1,00:02:06.2,3.96,21.5,152,63
6,00:02:55.7,769.5,00:01:54.1,4.38,21,151,64
6,00:02:58.7,783.5,00:01:53.1,4.42,21,151,65
6,00:03:01.4,795.7,00:01:53.1,4.42,21.5,152,66
6,00:03:04.1,807.7,00:01:52.8,4.43,21.5,152,67
6,00:03:07.1,821.1,00:01:52.6,4.44,21,152,68
6,00:03:09.7,833.5,00:01:53.3,4.41,21,153,69
6,00:03:12.5,846.0,00:01:54.6,4.36,21.5,153,70
6,00:03:15.3,858.7,00:01:55.2,4.34,21.5,153,71
6,00:03:18.1,871.1,00:01:55.4,4.33,21.5,153,72
6,00:03:20.9,883.6,00:01:55.4,4.33,21,153,73
6,00:03:23.7,896.0,00:01:54.1,4.38,21.5,153,74
6,00:03:26.5,908.7,00:01:52.8,4.43,22,153,75
6,00:03:29.3,921.3,00:01:52.3,4.45,21.5,153,76
6,00:03:31.9,933.0,00:01:52.8,4.43,21.5,154,77
6,00:03:34.7,945.5,00:01:53.3,4.41,21.5,153,78
6,00:03:37.7,958.7,00:01:53.1,4.42,20.5,153,79
6,00:03:40.4,970.4,00:01:53.3,4.41,22,153,80
6,00:03:43.2,982.4,00:01:52.8,4.43,21,153,81
6,00:03:46.1,995.3,00:01:52.1,4.46,21.5,152,82
6,00:03:49.2,1008.5,00:01:52.1,4.46,21,153,83
6,00:03:51.7,1020.9,00:01:53.1,4.42,20.5,153,84
6,00:03:54.5,1033.3,00:01:54.6,4.36,21,153,85
6,00:03:57.3,1045.9,00:01:54.6,4.36,21.5,152,86
6,00:04:00.1,1058.6,00:01:54.1,4.38,21.5,152,87
6,00:04:02.9,1071.2,00:01:52.6,4.44,21.5,153,88
6,00:04:05.5,1083.2,00:01:51.3,4.49,22.5,152,89
6,00:04:08.5,1096.4,00:01:51.1,4.50,21,153,90
6,00:04:11.3,1108.8,00:01:52.3,4.45,20.5,153,91
6,00:04:14.3,1122.0,00:01:52.6,4.44,21,153,92
6,00:04:17.1,1134.3,00:01:52.8,4.43,21,154,93
6,00:04:19.9,1146.7,00:01:53.3,4.41,21,154,94
6,00:04:22.7,1159.1,00:01:53.3,4.41,20.5,154,95
6,00:04:25.7,1172.4,00:01:52.6,4.44,21,153,96
6,00:04:28.4,1184.1,00:01:51.8,4.47,21.5,154,97
6,00:04:31.3,1196.6,00:01:51.8,4.47,21,153,98
6,00:04:34.2,1209.3,00:01:51.1,4.50,21.5,153,99
6,00:04:37.2,1222.7,00:01:49.1,4.58,22,153,100
6,00:04:39.7,1235.3,00:01:49.8,4.55,21,154,101
6,00:04:42.3,1247.2,00:01:52.1,4.46,22,154,102
6,00:04:45.3,1260.5,00:01:52.8,4.43,21,154,103
6,00:04:48.1,1273.2,00:01:53.1,4.42,21.5,155,104
6,00:04:50.9,1285.9,00:01:52.3,4.45,21,155,105
6,00:04:53.7,1298.7,00:01:50.3,4.53,21.5,155,106
6,00:04:56.3,1310.4,00:01:50.3,4.53,21.5,156,107
6,00:04:59.1,1322.8,00:01:52.1,4.46,21.5,156,108
6,00:05:01.9,1335.3,00:01:52.6,4.44,21.5,157,109
6,00:05:04.7,1347.9,00:01:51.6,4.48,21.5,156,110
6,00:05:07.4,1359.8,00:01:51.1,4.50,21.5,156,111
6,00:05:10.3,1372.5,00:01:50.8,4.51,21,156,112
6,00:05:13.2,1385.3,00:01:49.8,4.55,22,157,113
6,00:05:16.2,1398.8,00:01:48.4,4.61,20.5,157,114
6,00:05:18.7,1411.4,00:01:49.8,4.55,21.5,157,115
6,00:05:21.5,1424.1,00:01:51.8,4.47,21.5,157,116
6,00:05:24.3,1436.7,00:01:52.3,4.45,21.5,157,117
6,00:05:27.1,1449.4,00:01:52.1,4.46,21,158,118
6,00:05:29.9,1462.1,00:01:51.1,4.50,21.5,158,119
6,00:05:32.7,1475.0,00:01:49.8,4.55,21,158,120
6,00:05:35.5,1487.8,00:01:49.4,4.57,21,159,121
6,00:05:38.3,1500.7,00:01:49.1,4.58,21,160,122
6,00:05:41.1,1513.4,00:01:49.8,4.55,21,160,123
6,00:05:43.9,1526.0,00:01:51.1,4.50,21,160,124
6,00:05:46.7,1538.5,00:01:51.3,4.49,21,160,125
6,00:05:49.5,1551.2,00:01:50.8,4.51,21.5,160,126
6,00:05:52.3,1563.1,00:01:50.1,4.54,22,160,127
6,00:05:55.2,1575.8,00:01:49.8,4.55,21.5,160,128
6,00:05:58.2,1589.0,00:01:49.8,4.55,21.5,160,129
6,00:06:00.5,1600.9,00:01:51.1,4.50,22,160,130
6,00:06:03.3,1613.4,00:01:53.1,4.42,21.5,160,131
6,00:06:06.1,1625.8,00:01:54.1,4.38,21.5,160,132
6,00:06:08.9,1638.1,00:01:54.1,4.38,21.5,159,133
6,00:06:11.7,1650.5,00:01:52.8,4.43,21.5,159,134
6,00:06:14.3,1662.1,00:01:52.3,4.45,22.5,159,135
6,00:06:16.9,1674.0,00:01:52.3,4.45,23,160,136
6,00:06:19.5,1685.7,00:01:51.6,4.48,22.5,160,137
6,00:06:22.3,1697.5,00:01:51.3,4.49,22,161,138
6,00:06:25.2,1709.8,00:01:51.3,4.49,21.5,161,139
6,00:06:28.2,1723.0,00:01:51.3,4.49,21.5,161,140
6,00:06:30.7,1735.5,00:01:51.8,4.47,21.5,161,141
6,00:06:33.3,1747.3,00:01:52.8,4.43,22.5,161,142
6,00:06:36.1,1759.9,00:01:52.8,4.43,22,161,143
6,00:06:38.9,1772.7,00:01:51.3,4.49,22,161,144
6,00:06:41.5,1784.5,00:01:50.3,4.53,21.5,160,145
6,00:06:44.3,1797.1,00:01:50.8,4.51,21.5,160,146
6,00:06:47.1,1809.6,00:01:51.1,4.50,22.5,161,147
6,00:06:49.7,1821.6,00:01:50.8,4.51,22,161,148
6,00:06:52.5,1834.2,00:01:50.8,4.51,22,161,149
6,00:06:55.3,1846.0,00:01:50.8,4.51,21,161,150
6,00:06:58.2,1858.3,00:01:50.8,4.51,21.5,161,151
6,00:07:00.7,1870.8,00:01:50.8,4.51,21.5,161,152
6,00:07:03.5,1883.4,00:01:51.6,4.48,21.5,160,153
6,00:07:06.3,1896.1,00:01:52.3,4.45,22.5,160,154
6,00:07:08.9,1908.3,00:01:51.6,4.48,22.5,160,155
6,00:07:11.7,1921.1,00:01:49.8,4.55,22,161,156
6,00:07:14.5,1933.7,00:01:49.4,4.57,21.5,161,157
6,00:07:17.4,1946.2,00:01:50.8,4.51,21,161,158
6,00:07:20.1,1958.5,00:01:52.1,4.46,21.5,161,159
6,00:07:22.7,1970.1,00:01:53.6,4.40,22,160,160
6,00:07:25.5,1982.5,00:01:53.3,4.41,22,160,161
6,00:07:28.2,1993.6,00:01:51.8,4.47,21.5,160,162
6,00:07:29.5,2000.3,00:01:51.8,4.47,21.5,160,162
7,00:00:06.5,12.8,00:04:17.7,1.94,18.5,113,1
7,00:00:09.7,24.3,00:02:50.6,2.93,19.5,116,2
7,00:00:12.5,35.5,00:02:16.6,3.66,21,120,3
7,00:00:15.3,46.8,00:02:08.5,3.89,20.5,123,4
7,00:00:18.3,58.7,00:02:06.2,3.96,20.5,125,5
7,00:00:21.3,70.7,00:02:04.6,4.01,20.5,126,6
7,00:00:24.1,82.1,00:02:03.4,4.05,21,128,7
7,00:00:27.1,94.2,00:02:03.4,4.05,20,129,8
7,00:00:30.1,106.4,00:02:02.8,4.07,19.5,131,9
7,00:00:33.1,118.6,00:02:03.4,4.05,19.5,132,10
7,00:00:36.1,130.8,00:02:03.4,4.05,20,133,11
7,00:00:39.3,143.6,00:02:03.7,4.04,19.5,134,12
7,00:00:42.3,155.6,00:02:03.4,4.05,19.5,135,13
7,00:00:45.3,167.8,00:02:03.4,4.05,19.5,136,14
7,00:00:48.5,180.4,00:02:03.4,4.05,20,136,15
7,00:00:51.5,192.6,00:02:02.2,4.09,19.5,136,16
7,00:00:54.3,204.1,00:02:02.2,4.09,20.5,136,17
7,00:00:57.3,216.4,00:02:02.2,4.09,20,137,18
7,00:01:00.3,228.6,00:02:01.0,4.13,20.5,138,19
7,00:01:03.3,241.4,00:01:59.3,4.19,20,139,20
7,00:01:06.1,253.4,00:01:58.4,4.22,20.5,138,21
7,00:01:09.1,265.8,00:01:59.3,4.19,20,139,22
7,00:01:12.1,278.1,00:01:59.9,4.17,20.5,139,23
7,00:01:14.9,290.1,00:01:59.3,4.19,21,141,24
7,00:01:17.9,302.7,00:01:59.0,4.20,20,142,25
7,00:01:20.7,314.5,00:01:59.3,4.19,20.5,143,26
7,00:01:23.7,327.0,00:02:00.1,4.16,20,143,27
7,00:01:26.7,339.6,00:02:00.4,4.15,20,143,28
7,00:01:29.7,352.2,00:02:00.4,4.15,20,144,29
7,00:01:32.7,364.6,00:02:00.4,4.15,20.5,145,30
7,00:01:35.5,376.3,00:02:01.0,4.13,21,145,31
7,00:01:38.5,388.9,00:02:01.0,4.13,20,145,32
7,00:01:41.5,401.2,00:02:00.1,4.16,20,146,33
7,00:01:44.3,412.3,00:02:03.4,4.05,20,146,34
7,00:01:47.3,424.0,00:02:07.5,3.92,20.5,146,35
7,00:01:50.5,436.5,00:02:07.5,3.92,19.5,146,36
7,00:01:53.3,447.9,00:02:05.6,3.98,20.5,146,37
7,00:01:56.3,460.2,00:02:04.0,4.03,20,146,38
7,00:01:59.3,472.0,00:02:05.0,4.00,19.5,147,39
7,00:02:02.3,484.0,00:02:06.2,3.96,20.5,147,40
7,00:02:05.3,496.1,00:02:05.0,4.00,20.5,146,41
7,00:02:08.1,507.3,00:02:03.4,4.05,21,146,42
7,00:02:11.0,518.5,00:02:03.4,4.05,20,146,43
7,00:02:13.9,530.3,00:02:04.0,4.03,20.5,147,44
7,00:02:16.9,541.5,00:02:04.6,4.01,20,147,45
7,00:02:20.1,554.8,00:02:03.7,4.04,19,147,46
7,00:02:23.3,567.4,00:02:03.4,4.05,19.5,146,47
7,00:02:26.1,578.8,00:02:05.0,4.00,20,146,48
7,00:02:29.0,589.8,00:02:06.2,3.96,21,146,49
7,00:02:31.8,600.9,00:02:06.2,3.96,20.5,146,50
7,00:02:34.7,612.2,00:02:04.6,4.01,20.5,147,51
7,00:02:37.7,624.5,00:02:02.2,4.09,21,146,52
7,00:02:40.7,636.6,00:02:00.1,4.16,20.5,147,53
7,00:02:43.7,648.9,00:01:59.6,4.18,21,147,54
7,00:02:46.7,661.1,00:02:01.0,4.13,19.5,147,55
7,00:02:49.8,673.1,00:02:03.4,4.05,20.5,147,56
7,00:02:52.3,684.2,00:02:05.9,3.97,20.5,147,57
7,00:02:55.1,695.3,00:02:06.9,3.94,21,148,58
7,00:02:58.1,707.2,00:02:06.2,3.96,21,148,59
7,00:03:00.9,718.7,00:02:05.6,3.98,21,148,60
7,00:03:03.7,730.6,00:02:03.4,4.05,20.5,149,61
7,00:03:06.7,743.0,00:02:01.3,4.12,20.5,149,62
7,00:03:09.7,755.7,00:02:01.0,4.13,21,148,63
7,00:03:12.5,767.3,00:02:01.0,4.13,20,148,64
7,00:03:15.5,779.5,00:02:01.3,4.12,20.5,148,65
7,00:03:18.3,791.0,00:02:02.2,4.09,20,147,66
7,00:03:21.3,803.2,00:02:02.8,4.07,20.5,148,67
7,00:03:24.3,815.1,00:02:04.0,4.03,20,148,68
7,00:03:27.3,827.5,00:02:03.4,4.05,21,148,69
7,00:03:30.1,839.2,00:02:01.3,4.12,20.5,148,70
7,00:03:33.3,852.3,00:01:59.3,4.19,19.5,148,71
7,00:03:36.1,864.3,00:01:57.9,4.24,20,148,72
7,00:03:39.3,877.8,00:01:57.3,4.26,20,147,73
7,00:03:42.1,889.8,00:01:57.9,4.24,20.5,148,74
7,00:03:45.1,902.2,00:01:59.0,4.20,20,148,75
7,00:03:47.9,913.9,00:01:59.9,4.17,20.5,148,76
7,00:03:50.9,926.4,00:01:59.9,4.17,20.5,148,77
7,00:03:54.3,940.4,00:01:59.6,4.18,18,148,78
7,00:03:56.9,951.4,00:01:59.9,4.17,23,148,79
7,00:03:59.5,962.6,00:01:58.4,4.22,23,148,80
7,00:04:02.1,973.8,00:01:56.2,4.30,22.5,149,81
7,00:04:04.7,984.2,00:01:56.2,4.30,23,149,82
7,00:04:07.8,997.0,00:01:55.7,4.32,21.5,150,83
7,00:04:10.3,1009.3,00:01:55.2,4.34,21.5,149,84
7,00:04:13.1,1020.9,00:01:58.2,4.23,21.5,149,85
7,00:04:15.7,1032.0,00:02:01.6,4.11,21.5,149,86
7,00:04:18.5,1044.0,00:02:00.1,4.16,21.5,148,87
7,00:04:21.3,1056.3,00:01:56.5,4.29,21.5,148,88
7,00:04:24.1,1068.5,00:01:55.2,4.34,21,148,89
7,00:04:26.9,1080.6,00:01:56.2,4.30,21.5,148,90
7,00:04:29.7,1092.6,00:01:56.8,4.28,22,149,91
7,00:04:32.3,1103.7,00:01:57.3,4.26,22.5,148,92
7,00:04:35.1,1115.6,00:01:56.5,4.29,22,148,93
7,00:04:37.8,1126.2,00:01:55.2,4.34,21.5,148,94
7,00:04:40.8,1138.9,00:01:54.1,4.38,21.5,149,95
7,00:04:43.8,1151.6,00:01:53.6,4.40,21.5,149,96
7,00:04:46.3,1163.6,00:01:55.2,4.34,21,149,97
7,00:04:49.1,1175.9,00:01:56.5,4.29,21.5,149,98
7,00:04:51.7,1187.1,00:01:57.9,4.24,21.5,151,99
7,00:04:54.5,1199.1,00:01:58.2,4.23,22.5,151,100
7,00:04:57.1,1210.1,00:01:58.2,4.23,22.5,149,101
7,00:04:59.7,1221.0,00:02:00.1,4.16,23,150,102
7,00:05:02.3,1232.2,00:01:59.3,4.19,23,151,103
7,00:05:04.9,1243.8,00:01:55.2,4.34,22,151,104
7,00:05:07.7,1255.4,00:01:52.8,4.43,22.5,152,105
7,00:05:10.3,1267.5,00:01:52.3,4.45,22,151,106
7,00:05:13.1,1279.5,00:01:55.2,4.34,21.5,151,107
7,00:05:15.9,1291.2,00:01:59.0,4.20,22,151,108
7,00:05:18.5,1302.4,00:01:59.3,4.19,22.5,152,109
7,00:05:21.1,1313.8,00:01:57.3,4.26,23,152,110
7,00:05:23.9,1325.9,00:01:55.2,4.34,22,152,111
7,00:05:26.7,1337.9,00:01:54.4,4.37,22,152,112
7,00:05:29.3,1349.6,00:01:55.2,4.34,21.5,152,113
7,00:05:32.3,1362.8,00:01:54.6,4.36,20.5,151,114
7,00:05:35.0,1374.3,00:01:54.6,4.36,21.5,151,115
7,00:05:37.7,1385.6,00:01:55.4,4.33,22,151,116
7,00:05:40.8,1398.2,00:01:56.2,4.30,21,151,117
7,00:05:43.3,1409.9,00:01:56.2,4.30,22,151,118
7,00:05:46.1,1421.6,00:01:57.9,4.24,21.5,151,119
7,00:05:48.9,1431.0,00:02:02.8,4.07,21,151,120
7,00:05:51.5,1438.5,00:02:20.0,3.57,22,151,121
7,00:05:54.3,1445.4,00:02:49.4,2.95,22.5,151,122
7,00:05:56.9,1456.0,00:02:50.0,2.94,22.5,151,123
7,00:05:59.5,1470.9,00:02:16.9,3.65,22,152,124
7,00:06:02.5,1486.0,00:01:59.3,4.19,21,152,125
7,00:06:05.3,1499.5,00:01:57.3,4.26,20.5,152,126
7,00:06:08.3,1513.0,00:01:57.9,4.24,20,152,127
7,00:06:11.3,1526.0,00:01:59.3,4.19,20.5,152,128
7,00:06:14.0,1537.6,00:01:59.9,4.17,21.5,152,129
7,00:06:16.8,1549.8,00:01:58.2,4.23,21,152,130
7,00:06:19.7,1561.8,00:01:57.3,4.26,21,152,131
7,00:06:22.8,1574.6,00:01:57.3,4.26,20.5,151,132
7,00:06:25.7,1587.1,00:01:57.6,4.25,21.5,151,133
7,00:06:28.1,1598.6,00:01:58.2,4.23,22,150,134
7,00:06:30.9,1610.8,00:01:58.4,4.22,21.5,151,135
7,00:06:33.7,1623.0,00:01:58.2,4.23,22,151,136
7,00:06:36.3,1634.4,00:01:58.2,4.23,22.5,151,137
7,00:06:39.1,1646.6,00:01:56.8,4.28,22.5,151,138
7,00:06:41.7,1658.3,00:01:54.1,4.38,22,151,139
7,00:06:44.5,1670.6,00:01:52.8,4.43,22,151,140
7,00:06:47.3,1683.2,00:01:52.3,4.45,21.5,151,141
7,00:06:50.1,1695.4,00:01:54.1,4.38,21,151,142
7,00:06:52.7,1705.9,00:01:56.2,4.30,22.5,151,143
7,00:06:55.8,1718.5,00:01:55.4,4.33,22,151,144
7,00:06:58.3,1730.8,00:01:54.4,4.37,21,151,145
7,00:07:01.1,1743.4,00:01:55.2,4.34,21.5,151,146
7,00:07:03.9,1755.6,00:01:55.7,4.32,22.5,151,147
7,00:07:06.5,1766.9,00:01:57.3,4.26,22,151,148
7,00:07:09.3,1779.1,00:01:57.6,4.25,21.5,152,149
7,00:07:12.1,1791.0,00:01:56.2,4.30,21.5,152,150
7,00:07:14.7,1802.2,00:01:56.5,4.29,21.5,152,151
7,00:07:17.9,1815.6,00:01:57.6,4.25,20,152,152
7,00:07:20.7,1827.6,00:01:57.6,4.25,20.5,151,153
7,00:07:23.5,1839.6,00:01:57.9,4.24,21,151,154
7,00:07:26.5,1852.4,00:01:57.3,4.26,21,151,155
7,00:07:29.3,1864.5,00:01:57.3,4.26,20,152,156
7,00:07:32.3,1877.4,00:01:57.3,4.26,20.5,151,157
7,00:07:35.3,1889.9,00:01:57.3,4.26,20,151,158
7,00:07:38.1,1901.9,00:01:57.6,4.25,21,151,159
7,00:07:40.9,1913.1,00:01:57.6,4.25,21,151,160
7,00:07:43.8,1925.0,00:01:57.3,4.26,21.5,152,161
7,00:07:46.8,1937.5,00:01:56.2,4.30,20.5,152,162
7,00:07:49.8,1950.0,00:01:56.8,4.28,21.5,151,163
7,00:07:52.1,1961.1,00:01:59.3,4.19,21.5,151,164
7,00:07:54.9,1972.7,00:02:01.0,4.13,21.5,151,165
7,00:07:57.7,1984.7,00:02:01.0,4.13,21.5,151,166
7,00:08:00.5,1996.7,00:01:58.7,4.21,21.5,151,167
7,00:08:01.7,2000.3,00:01:58.7,4.21,21.5,151,167
